site_id;nature;nom_prodcartofriches;site_id_ok;TEST
17397_17729;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;17397_17729;OK
10362_19724;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;10362_19724;OK
55272_7440;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;55272_7440;OK
29165_19106;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;29165_19106;OK
80331_7672;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80331_7672;OK
44113_9567;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;44113_9567;OK
59131_5463;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59131_5463;OK
80443_2558;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80443_2558;OK
21510_1458;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21510_1458;OK
39547_18028;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;39547_18028;OK
30345_16618;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30345_16618;OK
28322_7377;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28322_7377;OK
28134_7384;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28134_7384;OK
80643_15731;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80643_15731;OK
35009_5786;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;35009_5786;OK
32031_8823;MTE;Friche étude Ademe 2021;32031_8823;OK
07224_5788;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;07224_5788;OK
08102_7628;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;08102_7628;OK
59588_2205;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59588_2205;OK
79127_7021;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;79127_7021;OK
09282_21738;fond friche;Appel à projet Fonds Friches;09282_21738;OK
49228_7013;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;49228_7013;OK
62160_4494;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62160_4494;OK
28214_2478;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28214_2478;OK
28332_7012;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;28332_7012;OK
67020_15225;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;67020_15225;OK
65318_13180;MTE;Friche étude Ademe 2021;65318_13180;OK
72351_3775;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72351_3775;OK
42039_17477;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;42039_17477;OK
31091_6518;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31091_6518;OK
13049_16215;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;13049_16215;OK
22061_10350;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;22061_10350;OK
42241_12690;fond friche;Appel à projet Fonds Friches;42241_12690;OK
22353_3902;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22353_3902;OK
35198_19344;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;35198_19344;OK
2A004_5822;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;2A004_5822;OK
56057_912;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56057_912;OK
51228_23008;observatoire local;DDT de la Marne;51228_23008;OK
22272_7304;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22272_7304;OK
21386_7888;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21386_7888;OK
03134_1038;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;03134_1038;OK
34276_3822;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34276_3822;OK
59526_6289;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59526_6289;OK
76034_15055;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76034_15055;OK
57097_20231;fond friche;Appel à projet Fonds Friches;57097_20231;OK
11288_6672;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;11288_6672;OK
59382_5126;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59382_5126;OK
07224_10853;fond friche;Appel à projet Fonds Friches;07224_10853;OK
18089_13191;MTE;Friche étude Ademe 2021;18089_13191;OK
27065_14717;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;27065_14717;OK
30179_16288;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30179_16288;OK
28387_9153;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28387_9153;OK
67529_5047;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;67529_5047;OK
07024_16650;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;07024_16650;OK
11012_9407;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;11012_9407;OK
56124_8159;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56124_8159;OK
45145_20265;fond friche;Appel à projet Fonds Friches;45145_20265;OK
43162_17040;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43162_17040;OK
56221_874;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56221_874;OK
34076_16174;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34076_16174;OK
45252_940;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;45252_940;OK
59122_2942;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59122_2942;OK
48121_16712;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48121_16712;OK
62643_20386;fond friche;Appel à projet Fonds Friches;62643_20386;OK
64353_20983;fond friche;Appel à projet Fonds Friches;64353_20983;OK
67154_19790;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;67154_19790;OK
29174_19179;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;29174_19179;OK
56144_19248;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56144_19248;OK
70134_18929;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;70134_18929;OK
59474_9254;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59474_9254;OK
60081_7336;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;60081_7336;OK
59430_15925;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59430_15925;OK
55215_4073;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;55215_4073;OK
31390_2213;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31390_2213;OK
25580_870;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;25580_870;OK
19049_16899;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;19049_16899;OK
72070_13328;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;72070_13328;OK
12224_9376;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;12224_9376;OK
88444_6179;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;88444_6179;OK
65401_8860;MTE;Friche étude Ademe 2021;65401_8860;OK
59037_15954;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59037_15954;OK
28134_9225;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28134_9225;OK
37181_11762;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;37181_11762;OK
64490_21098;fond friche;Appel à projet Fonds Friches;64490_21098;OK
04157_14158;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;04157_14158;OK
56025_19517;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56025_19517;OK
30106_8625;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30106_8625;OK
22284_7235;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22284_7235;OK
21554_4920;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21554_4920;OK
31207_2453;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31207_2453;OK
62861_9285;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62861_9285;OK
62250_7787;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62250_7787;OK
64024_15020;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;64024_15020;OK
02567_15819;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;02567_15819;OK
21525_1564;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21525_1564;OK
81105_21812;fond friche;Appel à projet Fonds Friches;81105_21812;OK
04059_16462;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;04059_16462;OK
28007_21857;fond friche;Appel à projet Fonds Friches;28007_21857;OK
63041_17824;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;63041_17824;OK
09185_21803;fond friche;Appel à projet Fonds Friches;09185_21803;OK
41232_7105;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;41232_7105;OK
59393_1504;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59393_1504;OK
03087_18231;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;03087_18231;OK
41055_7109;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;41055_7109;OK
80680_24380;observatoire local;DDTM de la Somme;80680_24380;OK
36233_18573;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;36233_18573;OK
28394_6389;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28394_6389;OK
63447_15203;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;63447_15203;OK
43210_1909;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43210_1909;OK
78320_9239;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;78320_9239;OK
34148_15532;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34148_15532;OK
43121_3306;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43121_3306;OK
43223_3993;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43223_3993;OK
33429_8021;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;33429_8021;OK
43099_7112;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;43099_7112;OK
43131_7387;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;43131_7387;OK
67071_3948;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;67071_3948;OK
95063_9856;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;95063_9856;OK
44113_14092;MTE;Friche étude Ademe 2021;44113_14092;OK
02095_15843;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;02095_15843;OK
22211_12232;fond friche;Appel à projet Fonds Friches;22211_12232;OK
48148_1072;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48148_1072;OK
54129_2469;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;54129_2469;OK
88124_19495;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;88124_19495;OK
49347_9523;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;49347_9523;OK
76281_22207;observatoire local;EPF Normandie;76281_22207;OK
58118_17815;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;58118_17815;OK
68025_18803;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;68025_18803;OK
66150_2230;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;66150_2230;OK
22169_5256;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22169_5256;OK
35111_21960;fond friche;Appel à projet Fonds Friches;35111_21960;OK
16225_20783;fond friche;Appel à projet Fonds Friches;16225_20783;OK
04055_16437;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;04055_16437;OK
54300_5899;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;54300_5899;OK
71012_12921;MTE;Cerema AO Ademe;71012_12921;OK
62864_15971;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62864_15971;OK
08013_2391;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;08013_2391;OK
40257_15326;MTE;Friche étude Ademe 2021;40257_15326;OK
30229_1448;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;30229_1448;OK
21702_5211;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;21702_5211;OK
16168_424;observatoire local;Grand Angoulême;16168_424;OK
39106_1990;MTE;Friche étude Ademe 2021;39106_1990;OK
89387_22093;fond friche;Appel à projet Fonds Friches;89387_22093;OK
59387_1651;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59387_1651;OK
31390_5396;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;31390_5396;OK
22210_7418;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22210_7418;OK
12197_1254;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;12197_1254;OK
57200_2295;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57200_2295;OK
44224_9383;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;44224_9383;OK
45252_4218;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;45252_4218;OK
89464_19482;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89464_19482;OK
59249_2585;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59249_2585;OK
87028_3443;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;87028_3443;OK
80635_15867;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80635_15867;OK
42052_3440;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;42052_3440;OK
59341_15884;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59341_15884;OK
18279_13911;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;18279_13911;OK
72042_3728;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;72042_3728;OK
28088_19430;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28088_19430;OK
80601_15852;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;80601_15852;OK
16346_1100;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;16346_1100;OK
84038_16229;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;84038_16229;OK
71030_5843;fond friche;Appel à projet Fonds Friches;71030_5843;OK
57154_7482;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;57154_7482;OK
59074_15147;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59074_15147;OK
71543_22087;fond friche;Appel à projet Fonds Friches;71543_22087;OK
81105_14157;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;81105_14157;OK
76418_14854;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76418_14854;OK
57550_6800;fond friche;Appel à projet Fonds Friches;57550_6800;OK
62300_2582;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62300_2582;OK
89464_2466;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;89464_2466;OK
01099_21520;fond friche;Appel à projet Fonds Friches;01099_21520;OK
66077_12817;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;66077_12817;OK
48053_16677;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;48053_16677;OK
88216_3808;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;88216_3808;OK
09206_5993;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;09206_5993;OK
11106_8964;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;11106_8964;OK
34117_15284;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;34117_15284;OK
2A004_22105;fond friche;Appel à projet Fonds Friches;2A004_22105;OK
28304_19695;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28304_19695;OK
62352_8818;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62352_8818;OK
63190_17311;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;63190_17311;OK
28237_19785;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;28237_19785;OK
57672_20397;fond friche;Appel à projet Fonds Friches;57672_20397;OK
08136_2027;observatoire local;DDT des Ardennes;08136_2027;OK
02381_15815;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;02381_15815;OK
09160_15119;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;09160_15119;OK
07337_17043;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;07337_17043;OK
59034_4464;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;59034_4464;OK
22025_19854;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;22025_19854;OK
09336_15108;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;09336_15108;OK
07337_5763;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;07337_5763;OK
62014_7872;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;62014_7872;OK
56026_19282;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;56026_19282;OK
08008_2062;observatoire local;DDT des Ardennes;08008_2062;OK
04020_13643;MTE;Friche étude Ademe 2021;04020_13643;OK
76423_2188;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76423_2188;OK
08355_2850;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;08355_2850;OK
31416_20749;observatoire local;Région Occitanie;31416_20749;OK
